OrderID,OrderDate,CustomerLocation,ProductCategory,Brand,Quantity,UnitPrice,Discount,IsPromotion,FinalPrice
ORD01071,2024-10-01,Los Angeles,Home & Kitchen,LG,1,508.61,20,No,406.89
ORD01072,2024-11-24,New York,Beauty,Samsung,2,833.93,15,Yes,1417.68
ORD01073,2025-04-23,New York,Sports,Puma,5,708.16,15,Yes,3009.68
ORD01074,2024-11-24,Chicago,Sports,Samsung,4,268.34,20,No,858.69
ORD01075,2024-12-25,Seattle,Fashion,LG,2,262.48,5,No,498.71
ORD01076,2025-02-14,Houston,Sports,Dell,5,902.33,15,Yes,3834.9
ORD01077,2025-04-28,New York,Electronics,Dell,4,769.27,0,No,3077.08
ORD01078,2024-08-12,Phoenix,Fashion,Dell,2,358.15,10,No,644.67
ORD01079,2025-01-18,Seattle,Electronics,Sony,5,679.59,10,Yes,3058.16
ORD01080,2024-12-02,Houston,Sports,Sony,1,817.54,10,No,735.79
ORD01081,2024-07-15,San Francisco,Home & Kitchen,Sony,4,415.59,20,No,1329.89
ORD01082,2024-08-04,Seattle,Home & Kitchen,Puma,2,687.61,20,Yes,1100.18
ORD01083,2024-09-24,San Francisco,Electronics,Nike,4,93.05,5,Yes,353.59
ORD01084,2025-02-24,Los Angeles,Electronics,Apple,1,279.81,15,Yes,237.84
ORD01085,2024-12-10,Los Angeles,Home & Kitchen,Samsung,2,883.97,25,No,1325.95
ORD01086,2025-05-21,Phoenix,Sports,Samsung,4,689.73,25,No,2069.19
ORD01087,2024-06-27,New York,Electronics,Dell,5,191.01,5,Yes,907.3
ORD01088,2024-10-21,Los Angeles,Fashion,Samsung,5,978.93,15,No,4160.45
ORD01089,2024-07-22,San Francisco,Fashion,Puma,2,577.68,10,No,1039.82
ORD01090,2024-09-07,New York,Electronics,Sony,5,405.63,0,No,2028.15
ORD01091,2025-04-08,Houston,Home & Kitchen,Dell,2,982.04,10,No,1767.67
ORD01092,2025-01-22,Seattle,Fashion,Dell,2,564.97,5,No,1073.44
ORD01093,2025-04-25,Seattle,Fashion,Dell,5,757.98,0,No,3789.9
ORD01094,2025-06-05,Phoenix,Electronics,Samsung,1,997.76,25,No,748.32
ORD01095,2024-09-28,Seattle,Sports,Puma,5,463.54,10,No,2085.93
ORD01096,2024-10-19,Chicago,Beauty,Sony,4,876.96,0,No,3507.84
ORD01097,2024-11-17,Los Angeles,Beauty,Dell,5,960.81,0,No,4804.05
ORD01098,2024-06-26,San Francisco,Beauty,Samsung,5,543.51,25,Yes,2038.16
ORD01099,2024-09-18,Chicago,Home & Kitchen,LG,2,567.16,20,Yes,907.46
ORD01100,2025-03-02,Houston,Beauty,Sony,1,295.59,10,No,266.03
ORD01101,2024-07-05,Houston,Beauty,Puma,5,841.0,5,No,3994.75
ORD01102,2025-02-04,Houston,Sports,Sony,5,219.87,20,Yes,879.48
ORD01103,2025-05-02,Chicago,Home & Kitchen,Sony,3,960.55,15,Yes,2449.4
ORD01104,2024-07-10,Miami,Beauty,Apple,4,169.18,0,No,676.72
ORD01105,2024-08-10,Chicago,Electronics,Puma,5,435.56,5,Yes,2068.91
ORD01106,2025-01-29,Chicago,Electronics,Adidas,1,926.75,5,Yes,880.41
ORD01107,2025-04-17,Chicago,Sports,Nike,3,766.13,15,No,1953.63
ORD01108,2025-05-05,Los Angeles,Electronics,Dell,3,760.63,10,Yes,2053.7
ORD01109,2025-03-09,Phoenix,Electronics,Nike,1,92.52,5,No,87.89
ORD01110,2025-02-03,Los Angeles,Electronics,Puma,5,842.72,15,Yes,3581.56
ORD01111,2024-06-30,Chicago,Home & Kitchen,Samsung,3,488.12,20,No,1171.49
ORD01112,2024-07-12,Miami,Home & Kitchen,Nike,1,21.6,5,No,20.52
ORD01113,2025-04-01,San Francisco,Sports,Dell,4,105.13,5,Yes,399.49
ORD01114,2025-04-22,Phoenix,Sports,Adidas,5,196.22,15,No,833.93
ORD01115,2024-12-03,Miami,Electronics,LG,2,144.44,25,No,216.66
ORD01116,2024-09-23,Chicago,Fashion,Samsung,2,328.67,10,Yes,591.61
ORD01117,2024-07-26,Phoenix,Electronics,Sony,1,26.69,20,Yes,21.35
ORD01118,2024-06-17,Chicago,Electronics,Apple,4,331.34,0,Yes,1325.36
ORD01119,2024-11-22,Chicago,Home & Kitchen,LG,5,529.35,15,No,2249.74
ORD01120,2025-01-10,Miami,Beauty,Sony,3,118.05,10,Yes,318.74
ORD01121,2025-02-23,Chicago,Beauty,Sony,5,696.09,10,Yes,3132.41
ORD01122,2025-03-22,Los Angeles,Home & Kitchen,Puma,2,621.74,10,No,1119.13
ORD01123,2025-03-25,Phoenix,Fashion,Apple,3,981.34,25,No,2208.01
ORD01124,2024-06-18,Los Angeles,Electronics,Samsung,5,212.14,10,Yes,954.63
ORD01125,2025-05-16,Chicago,Sports,Samsung,3,291.52,20,No,699.65
ORD01126,2024-07-31,Miami,Beauty,Apple,1,923.91,10,Yes,831.52
ORD01127,2025-01-12,Chicago,Fashion,LG,4,772.51,5,Yes,2935.54
ORD01128,2024-08-03,Chicago,Electronics,Dell,3,26.6,20,Yes,63.84
ORD01129,2025-01-05,Seattle,Electronics,Apple,2,452.81,15,No,769.78
ORD01130,2024-12-30,Los Angeles,Fashion,Dell,1,835.33,20,No,668.26
ORD01131,2024-08-08,Phoenix,Beauty,LG,1,603.57,5,No,573.39
ORD01132,2024-07-12,Seattle,Electronics,Sony,5,958.45,25,Yes,3594.19
ORD01133,2024-10-07,Seattle,Sports,Apple,5,825.58,0,No,4127.9
ORD01134,2025-06-07,Chicago,Beauty,Apple,5,134.49,5,Yes,638.83
ORD01135,2024-08-09,Los Angeles,Electronics,Samsung,4,921.77,10,No,3318.37
ORD01136,2025-04-24,Miami,Sports,Sony,1,372.94,0,Yes,372.94
ORD01137,2024-06-28,New York,Beauty,Samsung,2,735.42,5,Yes,1397.3
ORD01138,2024-12-27,San Francisco,Sports,Adidas,5,476.34,0,Yes,2381.7
ORD01139,2024-10-30,Chicago,Home & Kitchen,Apple,1,96.99,0,No,96.99
ORD01140,2025-05-27,Phoenix,Beauty,Dell,3,247.52,5,No,705.43
ORD01141,2024-10-05,Seattle,Fashion,Adidas,5,442.12,15,Yes,1879.01
ORD01142,2024-09-16,Miami,Fashion,Samsung,2,250.9,15,No,426.53
ORD01143,2024-09-26,New York,Fashion,Apple,3,505.16,15,No,1288.16
ORD01144,2024-10-06,Phoenix,Home & Kitchen,Adidas,2,246.73,10,Yes,444.11
ORD01145,2024-08-27,Houston,Beauty,Samsung,2,514.25,5,Yes,977.07
ORD01146,2024-06-17,San Francisco,Home & Kitchen,Apple,2,694.02,10,No,1249.24
ORD01147,2025-02-10,San Francisco,Electronics,Puma,1,316.86,5,No,301.02
ORD01148,2024-09-10,San Francisco,Sports,Samsung,2,353.3,0,Yes,706.6
ORD01149,2024-12-16,Phoenix,Electronics,Adidas,4,860.35,10,Yes,3097.26
ORD01150,2024-08-09,Phoenix,Sports,Nike,3,430.16,10,Yes,1161.43
ORD01151,2025-05-23,Miami,Electronics,LG,1,484.73,10,Yes,436.26
ORD01152,2024-10-26,Los Angeles,Electronics,Nike,4,341.03,25,No,1023.09
ORD01153,2025-01-09,Houston,Sports,Adidas,2,844.64,5,No,1604.82
ORD01154,2025-05-17,Seattle,Sports,Dell,4,521.04,20,No,1667.33
ORD01155,2024-12-20,Phoenix,Home & Kitchen,LG,3,767.07,5,No,2186.15
ORD01156,2024-08-05,Phoenix,Electronics,Nike,2,926.28,25,No,1389.42
ORD01157,2024-08-30,Seattle,Beauty,Puma,3,770.13,20,Yes,1848.31
ORD01158,2024-07-13,Chicago,Electronics,Adidas,2,923.45,5,Yes,1754.56
ORD01159,2024-10-06,Phoenix,Sports,LG,2,560.32,5,Yes,1064.61
ORD01160,2025-01-24,San Francisco,Home & Kitchen,Samsung,5,547.43,20,No,2189.72
ORD01161,2025-02-17,New York,Sports,Puma,1,810.22,20,Yes,648.18
ORD01162,2024-06-08,Phoenix,Home & Kitchen,Nike,2,775.05,20,No,1240.08
ORD01163,2025-05-28,San Francisco,Electronics,Dell,2,271.81,0,No,543.62
ORD01164,2025-01-29,Los Angeles,Home & Kitchen,Sony,5,115.15,0,No,575.75
ORD01165,2024-08-23,Miami,Electronics,Puma,5,376.03,0,Yes,1880.15
ORD01166,2024-06-12,San Francisco,Sports,Apple,5,289.32,25,No,1084.95
ORD01167,2024-09-10,San Francisco,Electronics,Apple,3,775.82,0,Yes,2327.46
ORD01168,2024-10-16,Miami,Electronics,Sony,3,44.43,5,No,126.63
ORD01169,2025-03-27,Houston,Electronics,Samsung,2,964.22,15,Yes,1639.17
ORD01170,2025-05-19,Houston,Fashion,Nike,1,105.12,5,No,99.86
ORD01171,2024-09-19,Chicago,Beauty,LG,4,696.54,25,Yes,2089.62
ORD01172,2025-01-15,Chicago,Electronics,Dell,2,955.12,0,Yes,1910.24
ORD01173,2024-07-15,Seattle,Electronics,Samsung,4,297.79,15,No,1012.49
ORD01174,2024-10-25,New York,Home & Kitchen,Puma,1,59.18,25,Yes,44.38
ORD01175,2024-12-30,Seattle,Beauty,Sony,4,214.27,20,No,685.66
ORD01176,2024-08-30,New York,Fashion,Apple,4,621.48,15,No,2113.03
ORD01177,2024-07-21,Chicago,Sports,Samsung,2,806.5,15,Yes,1371.05
ORD01178,2024-08-19,San Francisco,Fashion,Dell,5,319.58,20,Yes,1278.32
ORD01179,2024-10-10,Seattle,Home & Kitchen,Dell,5,738.45,25,Yes,2769.19
ORD01180,2024-08-29,Miami,Fashion,Dell,3,840.16,20,Yes,2016.38
ORD01181,2024-09-01,Phoenix,Fashion,Adidas,2,997.22,25,No,1495.83
ORD01182,2025-05-13,New York,Electronics,Nike,1,475.47,15,No,404.15
ORD01183,2024-11-06,Los Angeles,Beauty,LG,5,533.62,20,Yes,2134.48
ORD01184,2025-01-24,Seattle,Beauty,Dell,3,163.88,25,No,368.73
ORD01185,2024-10-08,Houston,Sports,Sony,2,681.71,25,No,1022.57
ORD01186,2024-10-03,Los Angeles,Beauty,Nike,5,850.41,25,No,3189.04
ORD01187,2024-12-30,Los Angeles,Beauty,Sony,1,51.21,25,Yes,38.41
ORD01188,2024-11-25,Miami,Electronics,Apple,5,450.45,25,No,1689.19
ORD01189,2024-09-16,Houston,Fashion,Samsung,4,476.87,15,Yes,1621.36
ORD01190,2024-11-08,Los Angeles,Fashion,Adidas,3,899.89,25,Yes,2024.75
ORD01191,2025-01-21,Miami,Beauty,Puma,1,489.79,20,No,391.83
ORD01192,2025-05-06,Houston,Home & Kitchen,Adidas,3,305.96,20,No,734.3
ORD01193,2025-02-17,New York,Sports,Sony,4,838.08,15,No,2849.47
ORD01194,2025-05-14,Phoenix,Sports,Puma,3,148.41,25,No,333.92
ORD01195,2025-05-19,Chicago,Sports,Apple,5,545.79,25,No,2046.71
ORD01196,2024-08-21,Los Angeles,Beauty,Samsung,4,978.41,20,No,3130.91
ORD01197,2024-12-23,Houston,Beauty,Nike,5,446.89,20,No,1787.56
ORD01198,2025-05-03,San Francisco,Beauty,Puma,3,696.89,20,No,1672.54
ORD01199,2025-01-29,Miami,Home & Kitchen,LG,3,144.63,15,Yes,368.81
ORD01200,2025-01-31,Miami,Sports,Apple,1,440.88,20,No,352.7
ORD01201,2024-09-29,Miami,Sports,Puma,1,811.44,0,Yes,811.44
ORD01202,2025-05-03,San Francisco,Beauty,Dell,4,69.89,10,No,251.6
ORD01203,2025-03-18,Miami,Electronics,Samsung,3,372.3,10,Yes,1005.21
ORD01204,2025-03-05,Los Angeles,Sports,Dell,3,122.73,20,No,294.55
ORD01205,2025-05-04,San Francisco,Electronics,LG,2,715.35,20,No,1144.56
ORD01206,2025-01-15,New York,Sports,Sony,3,757.34,20,Yes,1817.62
ORD01207,2025-04-14,San Francisco,Electronics,LG,4,165.59,15,Yes,563.01
ORD01208,2025-02-10,Phoenix,Fashion,Puma,3,620.57,20,Yes,1489.37
ORD01209,2024-06-26,San Francisco,Sports,Nike,5,186.98,15,No,794.66
ORD01210,2024-10-24,Los Angeles,Electronics,Apple,5,221.59,0,Yes,1107.95
ORD01211,2024-06-17,Chicago,Electronics,Puma,4,681.49,20,Yes,2180.77
ORD01212,2025-05-14,Houston,Sports,Dell,5,841.21,5,No,3995.75
ORD01213,2024-10-26,San Francisco,Sports,Dell,1,888.05,10,No,799.25
ORD01214,2025-04-18,Miami,Sports,LG,2,724.01,0,No,1448.02
ORD01215,2025-01-07,New York,Electronics,Apple,2,328.19,0,No,656.38
ORD01216,2024-09-08,Seattle,Beauty,Samsung,1,949.71,10,Yes,854.74
ORD01217,2025-02-21,Houston,Beauty,Apple,5,488.82,20,No,1955.28
ORD01218,2025-01-16,Miami,Electronics,Samsung,1,483.78,5,Yes,459.59
ORD01219,2025-03-17,San Francisco,Fashion,Sony,2,120.58,5,Yes,229.1
ORD01220,2024-11-14,Los Angeles,Electronics,Puma,5,921.25,5,Yes,4375.94
ORD01221,2024-09-02,Miami,Beauty,Dell,2,819.52,5,Yes,1557.09
ORD01222,2025-04-03,Chicago,Fashion,Puma,4,215.35,15,Yes,732.19
ORD01223,2025-01-24,New York,Electronics,Puma,3,807.14,0,Yes,2421.42
ORD01224,2024-06-14,Houston,Electronics,Puma,2,325.54,5,No,618.53
ORD01225,2025-02-18,San Francisco,Beauty,LG,3,676.88,20,Yes,1624.51
ORD01226,2025-06-06,Los Angeles,Home & Kitchen,Samsung,4,433.35,20,No,1386.72
ORD01227,2025-03-11,Phoenix,Electronics,Apple,5,448.51,10,No,2018.3
ORD01228,2024-11-01,Houston,Electronics,Samsung,5,861.25,25,Yes,3229.69
ORD01229,2025-04-23,Seattle,Fashion,Puma,5,215.51,10,Yes,969.79
ORD01230,2024-09-26,Houston,Fashion,LG,4,127.58,0,Yes,510.32
ORD01231,2024-12-24,Miami,Sports,Samsung,1,473.2,0,Yes,473.2
ORD01232,2024-07-11,Los Angeles,Electronics,Nike,4,99.21,10,No,357.16
ORD01233,2024-11-12,San Francisco,Electronics,Dell,4,949.01,20,Yes,3036.83
ORD01234,2025-04-13,Miami,Fashion,Adidas,2,764.16,0,Yes,1528.32
ORD01235,2024-07-16,Houston,Fashion,Dell,5,383.46,0,No,1917.3
ORD01236,2024-08-31,Los Angeles,Beauty,Samsung,4,61.52,0,Yes,246.08
ORD01237,2024-08-26,Los Angeles,Sports,Apple,5,563.25,5,No,2675.44
ORD01238,2025-01-04,Seattle,Electronics,Samsung,1,561.16,15,Yes,476.99
ORD01239,2024-09-28,Phoenix,Fashion,Apple,3,899.0,0,No,2697.0
ORD01240,2025-05-06,New York,Sports,Dell,2,319.92,5,No,607.85
ORD01241,2024-08-29,Los Angeles,Electronics,Samsung,1,809.95,5,Yes,769.45
ORD01242,2025-01-21,Chicago,Beauty,Adidas,1,764.31,25,Yes,573.23
ORD01243,2024-07-02,San Francisco,Sports,Apple,3,234.82,10,Yes,634.01
ORD01244,2024-12-16,Phoenix,Sports,Sony,5,741.12,10,No,3335.04
ORD01245,2024-09-12,San Francisco,Beauty,Apple,3,214.84,0,No,644.52
ORD01246,2025-01-23,Los Angeles,Fashion,Adidas,4,813.49,0,No,3253.96
ORD01247,2025-05-19,New York,Home & Kitchen,Sony,1,575.76,20,Yes,460.61
ORD01248,2024-11-11,Miami,Home & Kitchen,Dell,3,332.06,25,No,747.13
ORD01249,2024-09-19,New York,Home & Kitchen,Nike,1,66.88,15,Yes,56.85
ORD01250,2024-11-12,Miami,Home & Kitchen,Adidas,3,268.82,5,Yes,766.14
ORD01251,2024-12-22,Miami,Fashion,Puma,5,644.23,0,No,3221.15
ORD01252,2025-04-26,Seattle,Home & Kitchen,Adidas,3,600.22,5,Yes,1710.63
ORD01253,2024-09-28,Chicago,Beauty,Sony,4,288.05,25,Yes,864.15
ORD01254,2025-05-21,Seattle,Home & Kitchen,Samsung,2,241.03,0,Yes,482.06
ORD01255,2025-05-01,Seattle,Sports,Sony,1,956.54,25,Yes,717.4
ORD01256,2024-08-13,Chicago,Beauty,Sony,1,159.64,0,No,159.64
ORD01257,2024-11-06,New York,Electronics,Puma,3,457.59,20,No,1098.22
ORD01258,2025-03-18,Houston,Sports,LG,4,569.43,25,Yes,1708.29
ORD01259,2024-12-28,New York,Home & Kitchen,Samsung,5,602.81,20,No,2411.24
ORD01260,2024-08-12,Miami,Home & Kitchen,Dell,4,754.77,10,Yes,2717.17
ORD01261,2024-12-06,Los Angeles,Fashion,Puma,4,427.0,5,Yes,1622.6
ORD01262,2024-10-12,Seattle,Electronics,Nike,2,618.5,25,Yes,927.75
ORD01263,2025-03-23,New York,Home & Kitchen,Dell,2,409.43,0,No,818.86
ORD01264,2024-10-29,Chicago,Fashion,Nike,5,75.5,10,No,339.75
ORD01265,2025-02-17,Chicago,Electronics,LG,2,555.62,5,No,1055.68
ORD01266,2024-12-23,San Francisco,Beauty,Sony,4,720.45,0,Yes,2881.8
ORD01267,2024-07-27,Chicago,Sports,Nike,5,284.62,0,No,1423.1
ORD01268,2025-04-18,Los Angeles,Electronics,Apple,5,207.9,5,Yes,987.52
ORD01269,2024-09-10,New York,Home & Kitchen,Adidas,3,336.37,0,Yes,1009.11
ORD01270,2024-07-26,Chicago,Home & Kitchen,LG,5,98.24,5,No,466.64
ORD01271,2025-04-09,San Francisco,Electronics,Sony,4,625.57,15,Yes,2126.94
ORD01272,2024-06-25,New York,Electronics,Adidas,1,747.92,10,No,673.13
ORD01273,2024-10-24,Miami,Beauty,Dell,3,630.26,20,No,1512.62
ORD01274,2024-09-26,Seattle,Home & Kitchen,Puma,2,568.01,10,No,1022.42
ORD01275,2024-08-05,Miami,Fashion,LG,1,66.49,20,Yes,53.19
ORD01276,2024-10-16,Seattle,Home & Kitchen,Apple,1,754.43,25,No,565.82
ORD01277,2025-01-27,San Francisco,Fashion,Puma,3,128.02,0,Yes,384.06
ORD01278,2024-07-02,Los Angeles,Fashion,Dell,1,510.79,20,No,408.63
ORD01279,2024-06-20,Phoenix,Home & Kitchen,Dell,4,567.98,5,Yes,2158.32
ORD01280,2024-06-28,San Francisco,Home & Kitchen,Samsung,5,999.88,25,No,3749.55
ORD01281,2024-11-23,Phoenix,Home & Kitchen,LG,2,493.45,20,Yes,789.52
ORD01282,2025-03-19,Seattle,Home & Kitchen,Nike,1,679.45,10,Yes,611.51
ORD01283,2024-11-03,Phoenix,Home & Kitchen,Adidas,3,243.66,0,Yes,730.98
ORD01284,2024-11-05,Los Angeles,Sports,Samsung,2,194.44,10,No,349.99
ORD01285,2024-09-09,Seattle,Electronics,LG,1,685.49,0,No,685.49
ORD01286,2024-07-23,Phoenix,Beauty,LG,5,200.26,20,No,801.04
ORD01287,2024-09-07,Miami,Home & Kitchen,LG,5,431.2,20,Yes,1724.8
ORD01288,2025-04-27,San Francisco,Home & Kitchen,Sony,5,429.04,5,Yes,2037.94
ORD01289,2025-06-08,Chicago,Electronics,Samsung,1,276.15,0,Yes,276.15
ORD01290,2024-12-19,Houston,Fashion,Nike,1,484.2,20,No,387.36
ORD01291,2024-10-01,Chicago,Electronics,Nike,2,325.33,5,Yes,618.13
ORD01292,2025-04-05,Miami,Home & Kitchen,Samsung,5,599.27,15,Yes,2546.9
ORD01293,2025-01-24,Chicago,Beauty,Apple,3,321.91,10,No,869.16
ORD01294,2024-11-04,Seattle,Fashion,Dell,5,371.43,0,No,1857.15
ORD01295,2024-09-07,Los Angeles,Electronics,Dell,2,943.24,25,No,1414.86
ORD01296,2025-05-03,Phoenix,Electronics,Nike,5,513.68,0,No,2568.4
ORD01297,2024-08-26,Los Angeles,Electronics,Adidas,4,333.57,0,Yes,1334.28
ORD01298,2025-03-14,Seattle,Beauty,Samsung,2,632.48,15,Yes,1075.22
ORD01299,2024-08-11,Phoenix,Home & Kitchen,Sony,5,248.68,10,No,1119.06
ORD01300,2024-08-17,Miami,Sports,Puma,5,418.27,25,No,1568.51
ORD01301,2025-05-10,Seattle,Home & Kitchen,Adidas,2,666.31,5,Yes,1265.99
ORD01302,2024-07-23,Houston,Sports,Puma,1,209.54,15,Yes,178.11
ORD01303,2024-12-07,San Francisco,Sports,Adidas,2,484.29,0,No,968.58
ORD01304,2025-05-15,Los Angeles,Fashion,Nike,4,222.1,10,Yes,799.56
ORD01305,2024-12-01,San Francisco,Home & Kitchen,Apple,3,481.97,15,No,1229.02
ORD01306,2024-06-17,Seattle,Fashion,Samsung,2,953.02,15,Yes,1620.13
ORD01307,2025-01-23,Chicago,Electronics,Samsung,3,765.55,25,Yes,1722.49
ORD01308,2024-07-16,Seattle,Electronics,Samsung,4,427.23,20,No,1367.14
ORD01309,2025-01-14,Los Angeles,Home & Kitchen,Adidas,2,570.33,0,No,1140.66
ORD01310,2025-05-13,San Francisco,Sports,LG,4,147.4,25,No,442.2
ORD01311,2025-04-12,Houston,Beauty,LG,2,514.51,10,Yes,926.12
ORD01312,2024-11-24,Phoenix,Sports,Samsung,5,749.99,20,No,2999.96
ORD01313,2024-06-14,New York,Home & Kitchen,Dell,4,736.49,20,Yes,2356.77
ORD01314,2024-07-05,Chicago,Electronics,Nike,4,906.61,25,Yes,2719.83
ORD01315,2024-09-17,Los Angeles,Sports,Dell,3,432.22,10,Yes,1166.99
ORD01316,2025-06-03,Phoenix,Sports,Samsung,5,943.45,0,Yes,4717.25
ORD01317,2025-04-20,Houston,Fashion,Adidas,2,307.85,0,Yes,615.7
ORD01318,2025-02-01,Chicago,Sports,Sony,5,217.35,20,No,869.4
ORD01319,2024-08-29,Miami,Fashion,Puma,2,577.33,25,No,866.0
ORD01320,2024-07-31,Chicago,Beauty,Nike,2,802.37,10,Yes,1444.27
ORD01321,2025-02-13,San Francisco,Electronics,Puma,2,178.81,25,Yes,268.22
ORD01322,2024-12-05,Phoenix,Beauty,Dell,5,43.64,25,No,163.65
ORD01323,2025-02-02,Miami,Electronics,Puma,5,154.72,0,No,773.6
ORD01324,2025-01-25,Los Angeles,Home & Kitchen,Puma,5,367.09,15,Yes,1560.13
ORD01325,2024-06-18,Los Angeles,Beauty,Sony,4,822.2,25,No,2466.6
ORD01326,2025-06-04,Phoenix,Fashion,Apple,2,497.27,25,Yes,745.9
ORD01327,2024-10-28,Los Angeles,Beauty,Sony,5,747.62,25,Yes,2803.57
ORD01328,2024-08-08,New York,Home & Kitchen,Sony,5,231.06,20,Yes,924.24
ORD01329,2025-04-20,Seattle,Electronics,Nike,2,501.33,25,Yes,752.0
ORD01330,2025-04-07,Miami,Electronics,Samsung,1,536.3,20,Yes,429.04
ORD01331,2024-08-13,Miami,Fashion,Nike,3,125.85,5,Yes,358.67
ORD01332,2024-06-13,Phoenix,Electronics,Samsung,2,451.11,10,No,812.0
ORD01333,2025-03-02,Los Angeles,Electronics,Nike,5,356.12,20,No,1424.48
ORD01334,2025-01-29,Chicago,Home & Kitchen,Adidas,4,506.34,15,No,1721.56
ORD01335,2025-01-04,Miami,Home & Kitchen,Nike,5,191.33,10,No,860.99
ORD01336,2025-06-04,Phoenix,Beauty,Puma,2,74.64,0,No,149.28
ORD01337,2024-09-04,Houston,Fashion,Sony,4,587.87,25,Yes,1763.61
ORD01338,2025-05-01,Chicago,Fashion,Samsung,3,549.59,5,Yes,1566.33
ORD01339,2024-12-07,Phoenix,Home & Kitchen,Dell,3,344.06,10,No,928.96
ORD01340,2025-01-28,Chicago,Home & Kitchen,Nike,1,176.25,15,No,149.81
ORD01341,2025-02-24,Miami,Sports,Dell,4,168.35,0,No,673.4
ORD01342,2025-01-28,Phoenix,Sports,Puma,3,435.26,10,No,1175.2
ORD01343,2024-08-19,Chicago,Sports,Samsung,2,862.3,20,No,1379.68
ORD01344,2024-10-13,Miami,Electronics,Nike,3,541.56,0,Yes,1624.68
ORD01345,2024-06-29,Seattle,Electronics,Puma,3,303.78,20,No,729.07
ORD01346,2024-07-23,San Francisco,Beauty,Sony,4,524.53,15,No,1783.4
ORD01347,2025-06-06,Miami,Beauty,Puma,2,628.44,10,Yes,1131.19
ORD01348,2024-11-22,Miami,Sports,LG,2,289.97,25,Yes,434.96
ORD01349,2025-05-02,San Francisco,Electronics,Adidas,5,493.68,10,Yes,2221.56
ORD01350,2025-03-02,Chicago,Sports,Sony,3,973.92,25,Yes,2191.32
ORD01351,2025-05-24,Chicago,Electronics,Dell,5,547.71,25,No,2053.91
ORD01352,2025-01-03,San Francisco,Electronics,Puma,3,222.84,5,No,635.09
ORD01353,2024-07-07,New York,Beauty,Nike,1,498.19,10,No,448.37
ORD01354,2025-05-15,Phoenix,Beauty,Apple,2,860.57,20,No,1376.91
ORD01355,2024-07-27,Houston,Home & Kitchen,Dell,4,939.87,10,Yes,3383.53
ORD01356,2024-08-27,Houston,Sports,Nike,1,363.13,20,No,290.5
ORD01357,2024-08-25,Los Angeles,Beauty,Adidas,2,522.08,5,No,991.95
ORD01358,2025-03-29,San Francisco,Home & Kitchen,LG,2,258.07,15,No,438.72
ORD01359,2025-04-30,Seattle,Electronics,Samsung,2,340.4,20,No,544.64
ORD01360,2024-06-22,Phoenix,Fashion,LG,3,379.5,25,No,853.88
ORD01361,2024-12-12,San Francisco,Sports,Samsung,3,126.35,25,No,284.29
ORD01362,2024-09-29,Miami,Electronics,Nike,1,211.07,20,Yes,168.86
ORD01363,2024-10-21,Los Angeles,Electronics,Apple,2,985.58,5,No,1872.6
ORD01364,2024-08-30,Seattle,Fashion,Dell,2,942.32,10,No,1696.18
ORD01365,2024-07-26,San Francisco,Electronics,Sony,1,599.93,15,Yes,509.94
ORD01366,2025-03-10,Los Angeles,Fashion,Adidas,2,375.01,10,Yes,675.02
ORD01367,2024-08-03,Miami,Sports,Sony,4,82.87,5,No,314.91
ORD01368,2024-10-09,Chicago,Fashion,LG,5,226.22,15,Yes,961.43
ORD01369,2025-01-08,Los Angeles,Electronics,Adidas,3,286.33,5,No,816.04
ORD01370,2024-12-06,Chicago,Electronics,Puma,1,133.63,20,No,106.9
ORD01371,2025-02-19,San Francisco,Fashion,Dell,2,492.82,0,Yes,985.64
ORD01372,2024-11-22,Phoenix,Beauty,Dell,2,483.03,0,Yes,966.06
ORD01373,2025-05-10,Los Angeles,Fashion,Nike,5,485.21,15,Yes,2062.14
ORD01374,2025-01-02,Los Angeles,Fashion,LG,4,52.26,25,No,156.78
ORD01375,2024-12-10,New York,Sports,Nike,1,562.02,20,No,449.62
ORD01376,2024-10-03,San Francisco,Fashion,LG,2,390.48,20,Yes,624.77
ORD01377,2024-10-17,Seattle,Sports,Sony,1,867.5,15,No,737.38
ORD01378,2024-10-14,Seattle,Home & Kitchen,Nike,4,575.58,5,No,2187.2
ORD01379,2024-07-23,Miami,Electronics,LG,5,593.82,20,Yes,2375.28
ORD01380,2025-04-27,San Francisco,Fashion,Apple,5,832.72,5,Yes,3955.42
ORD01381,2024-10-14,Chicago,Fashion,LG,5,750.59,20,No,3002.36
ORD01382,2025-02-13,Chicago,Electronics,Sony,2,949.57,20,No,1519.31
ORD01383,2024-12-19,Houston,Home & Kitchen,Nike,5,154.55,0,No,772.75
ORD01384,2025-03-08,New York,Sports,Puma,5,609.29,15,No,2589.48
ORD01385,2024-09-01,Los Angeles,Electronics,Dell,1,88.34,5,No,83.92
ORD01386,2025-01-12,Chicago,Fashion,Samsung,5,762.14,10,Yes,3429.63
ORD01387,2024-12-19,New York,Home & Kitchen,Nike,4,808.29,25,No,2424.87
ORD01388,2024-06-29,Los Angeles,Fashion,Samsung,3,375.26,0,Yes,1125.78
ORD01389,2025-02-12,New York,Fashion,Nike,3,725.18,20,No,1740.43
ORD01390,2025-03-01,Phoenix,Electronics,LG,3,634.84,10,Yes,1714.07
ORD01391,2025-03-13,San Francisco,Electronics,Nike,3,203.96,5,Yes,581.29
